emotion,text,clean_text
anger,"Jaman dulu dipanggil nama sama cewek yg di suka aja udh gemetaran ngalahin tes pantokhir akmil, lah skrng kalo ga pap tt katanya ga sayang, sadar woyy dia itu cewek yg berusaha mati matian di bahagiain ayahnya, jangan lo rusak gtu aja buat nurutin nafsu lo #OldMoneyGakNgerasain",jaman dulu dipanggil nama sama cewek  suka  gemetaran ngalahin tes pantokhir akmil lah sekarang  kalau  pap tt katanya sayang sadar woyy itu cewek  berusaha mati matian bahagiain ayahnya jangan kamu rusak   buat nurutin nafsu kamu
sadness,"Andai ID-MY takyah guna pasport, malam ni sy dh sampai MY lagi. Itulah hidup selalu dihadapkan dengan pilihan. Mau tak mau salah satu harus direlakan.",andai idmy takyah pasport malam   sampai my itulah hidup selalu dihadapkan pilihan mau tak mau salah satu direlakan
sadness,"Sebenernya teknik lumayan, tapi aneh bgt pas di inter.. passing sering salah, dribbling ga bagus, crossing gak bagus, keypass awal2 aja, selanjutnya ketebak.. what a waste of skill",sebenarnya  teknik lumayan aneh sangat  pas inter passing sering salah dribbling bagus crossing bagus keypass awal  selanjutnya ketebak what a waste of skill
fear,"Kalo ada yang menganggap big is beauty, terus kami mikir, big is awal mula berbagai penyakit. Sah-sah aja lah. Kalo tersinggung, jangan-jangan emang ga yakin sama kepercayaannya? Mau setuju tapi udah terlanjur.",kalau  yang menganggap big is beauty terus mikir big is awal mula berbagai penyakit sahsah  lah kalau  tersinggung janganjangan memang  yakin sama kepercayaannya mau setuju sudah terlanjur
anger,Dan bukan yg bilang Koalisi tanpa syarat lalu koar2 gak akan bagi2 jatah menteri. ~ kenyataan bahkan parpol2 yg semula non koalisipun dibedol dg dikasih jbtn menteri.,bukan  bilang koalisi syarat lalu koar akan jatah menteri kenyataan bahkan parpol  semula non koalisipun dibedol  dikasih jbtn menteri
happy,"Demi apa, kalau gue punya pc ban Agus, gue trade langsung nih sama si Mas",apa kalau punya pc ban agus trade langsung nih sama si mas
happy,[USERNAME] selamat ultah kak renoo wkwkw semoga kita bisa dipertemukan lagi di satu kelompok (kalo sama reno gppa deh). semoga bahagia dan sejahtera selalu bersama dek oza hehehe,username selamat ultah kak renoo wkwkw semoga bisa dipertemukan di satu kelompok kalau  sama reno gppa deh semoga bahagia sejahtera selalu bersama dek oza hehehe
happy,"Congratulations on your 1st Holly Communion, Xellent. Mommy,Papa, Ompung,Unty, Tulang, Bou, Uda Xaviera are so happy to be able to witness and accompany you on this special day. Semoga Xellent tumbuh mjd anak yang menyenangkan hati Tuhan menjadi Saluran Berkat bagi byk orang. [URL]",congratulations on your st holly communion xellent mommypapa ompungunty tulang bou  xaviera are so happy to be able to witness and accompany you on this special day semoga xellent tumbuh mjd anak menyenangkan hati tuhan menjadi saluran berkat banyak  orang url
anger,Buat yang teriak teriak ganti presiden...gimana pulang kampung naik kereta api...bagus kan stasiun kereta....kereta apinya juga bagus ber AC semua...coba 4 tahun yg lalu...banyak copetnyaaahh byk calonyaaahh,buat teriak teriak ganti presidengimana pulang kampung naik kereta apibagus kan stasiun keretakereta apinya bagus ber ac semuacoba tahun  lalubanyak copetnyaaahh banyak  calonyaaahh
anger,"Kalau FADLI ZHON mau tahu apa Relepansi nya ,banyak alasan bisa kita cari,misalnya UU terorisme yg di goDok di DPR ,KOK BEGO",kalau fadli zhon mau tahu apa relepansi nya banyak alasan kita carimisalnya uu terorisme  godok dpr kok bodoh 
sadness,Gapapaaaa... gue udah berusaha untuk sblm lebaran dari kapan tau tp dospem malah ke luar negri pas tgl tgl sidang :)) kering sudah air mata ini,gapapaaaa berusaha sebelum  lebaran kapan tahu dospem malah luar negeri  pas tanggal tanggal sidang kering sudah air mata
sadness,"Ini case yg kedua, sebelumnya sy sempat kena tipu dan account saldo gopay sy hangus, [USERNAME] perlu ada peningkatan security lg spy g kejadian terus seperti ini",case  kedua sebelumnya  sempat kena tipu account saldo gopay  hangus username perlu peningkatan security   kejadian terus ini
happy,"Yeeeaaayyy.. siap2 buat lebaran buat mamak klaten. Alhamdulillah.. (@ Swiss-Belboutique Yogyakarta in Gondokusuman, Daerah Istimewa Yogyakarta)",yeeeaaayyy siap buat lebaran buat mamak klaten alhamdulillah swissbelboutique yogyakarta in gondokusuman daerah istimewa yogyakarta
sadness,"Diminta temen bantuin bungkus kado untuk istrinya sebagai hadiah ultah pernikahan. Terus disuruh juga sekalian selipkan quote romantis. Saya ahlinya, katanya. Dalam hati meringis, tau :)",diminta teman  bantuin bungkus kado istrinya hadiah ultah pernikahan terus disuruh sekalian selipkan quote romantis ahlinya katanya hati meringis tahu
happy,"Buat hiburan, baca ini deh trus lanjut baca twit2 receh di #OldMoneyGakNgerasain . Ternyata hidupque tak lebih dari remah rangginang. Macam manusia yang makan Di kiefsi doang oge meni hayang pamer di story hahaha . Aque maloo [USERNAME] [USERNAME] [URL]",buat hiburan baca deh terus  lanjut baca twit receh ternyata hidupque tak lebih remah rangginang macam manusia makan kiefsi  oge meni hayang pamer story hahaha aque maloo username username url
happy,Kita yg tak punya apa apa dan tak seberapa ini disapa sobat misquen asik asik aja malah nyala balek damai segampang itu yah hebat uiy,yang  tak punya apa apa tak seberapa disapa sobat misquen asik asik  malah nyala balek damai segampang yah hebat uiy
happy,"#OldMoneyGakNgerasain nongkrong depan rumah ama temen2, tiap ada motor lewat di teriakin woy standaar pas orangnya nengok kita sembunyi:))",nongkrong depan rumah sama  teman  tiap motor lewat teriakin woy standaar pas orangnya tengok  sembunyi
fear,"[USERNAME] [USERNAME] Sama seperti Yazidi bila negara Yahudi tidak memperkuat dirinya pilihan itu , ganti agama , dibunuh, diperbudak atau tersingkir. Maka penting bagi Yahudi memperkuat dirinya. Suka atau tidak ini survival bg mrk. Tp mrk TDK",username username sama yazidi bila negara yahudi memperkuat dirinya pilihan ganti agama dibunuh diperbudak tersingkir penting yahudi memperkuat dirinya suka survival   mereka  tidak
sadness,"[USERNAME] ya gimana ya lin, coba deh mbok pikir aja km sbnre msh sayang bgt sama mantanmu trs dia jg smpe dtk ini msh memperlakukan km sama seperti pas dia msh jd pacar mu, kan jd memupuk rasa lagi nek gt :(",username gimana lin coba deh mbok pikir  kamu sbnre  sayang sangat  sama mantanmu terus  juga  dtk masih  memperlakukan kamu sama pas masih  jadi pacar mu kan jadi memupuk rasa nek 
fear,Coba tanya [USERNAME] apakah market mampu memprediksi kondisi ekonomi kedepan dari kondisi politik saat itu. Isu2 pasti sdh ada. Entah siapapun.,coba tanya username market mampu memprediksi kondisi ekonomi kedepan kondisi politik itu isu sudah entah siapapun
anger,"Mak Lampir dibully karena memberantas nyamuk yang tidak pernah tuntas dan selalu gagal menyelamatkan sang penguasa akan tetapi selalu tampil seolah-olah apa gicuuuuu, padahal kita semua sudah tahu dari dulu bahwa ..... aaahhhh sudahlah ......",mak lampir dibully memberantas nyamuk tidak pernah tuntas selalu gagal menyelamatkan sang penguasa tetapi selalu tampil seolaholah apa gicuuuuu padahal semua tahu dulu aaahhhh sudahlah
anger,"[USERNAME] Mak Lampir dibully karena memberantas nyamuk yang tidak pernah tuntas dan selalu gagal menyelamatkan sang penguasa akan tetapi selalu tampil seolah-olah apa gicuuuuu, padahal kita semua sudah tahu dari dulu bahwa ..... aaahhhh sudahlah ........",username mak lampir dibully memberantas nyamuk tidak pernah tuntas selalu gagal menyelamatkan sang penguasa tetapi selalu tampil seolaholah apa gicuuuuu padahal semua tahu dulu aaahhhh sudahlah
sadness,Saking sibuknya aku lupa jam 4 mv rilis. Iya sibuk. Sibuk nyari kesibukan sambil baca ebook. Heran! Accounting apaan awal bulan ga ada kerjaan.,saking sibuknya lupa jam mv rilis iya sibuk sibuk cari  kesibukan baca ebook heran accounting apaan awal bulan ada kerjaan
anger,[USERNAME] [USERNAME] .... Jakarta kembali diacak2 .... Begitulah klo memilih pemimpin yg tdk punya kemampuan samasekali..... Warga yg menanggung derita..... ,username username jakarta diacak begitulah kalau memilih pemimpin  punya kemampuan samasekali warga  menanggung derita
sadness,"Waktu terasa lamban berjalan, di teriknya siang, perut yang menahan walau diizinkan makan. Gini banget ya, nggak puasa serasa lebih dari puasa sahur enggak temen kantor puasa semua.",waktu terasa lamban berjalan teriknya siang perut menahan diizinkan makan gini sekali  puasa serasa lebih puasa sahur tidak  teman  kantor puasa semua
happy,"Pertama kami meminta izin untuk berbincang, beliau menjawabnya dengan senyum cerah namun berwibawa. 'Iya mbak, gimana? Coba cerita dulu..' Begitu kira-kira ucapnya drngan ramah. Lalu aku dan temanku bercerita panjang lebar. Tentang tiket, jadwal uas, reschedule. Semua.",pertama meminta izin berbincang beliau menjawabnya senyum cerah berwibawa iya mbak gimana coba cerita dulu kirakira ucapnya drngan ramah lalu dan temanku bercerita panjang lebar tiket jadwal uas reschedule semua
anger,Kenapa [USERNAME] ga kena WO pak? Sudah jelas pelanggaran nya kok semua org tahu:) bubarkan lg aja persepakbolaan indonesia kalo mafia nya belum musnah:) [USERNAME] [USERNAME] [USERNAME] [USERNAME],username kena wo pak jelas pelanggaran nya kok semua orang tahu bubarkan   persepakbolaan indonesia kalau  mafia nya musnah username username username username
happy,"Nyari capung bareng temen pakai sapu. Dapat capung, capungnya ditusukkan ke lidi. Lalu dibakar rame rame dan dimakan. Katanya bikin sehat #OldMoneyGakNgerasain",cari  capung bareng teman  pakai sapu capung capungnya ditusukkan lidi lalu dibakar ramai  ramai  dimakan katanya bikin sehat
anger,Betul bersihkan Pak... kejadian2 yg bikin para bong nyinyir habis2an Gub Indonesia kita ehh ujung2nya kerjaan Gub sebelumnya. Usut tuntassss [URL],betul bersihkan pak kejadian  bikin bong nyinyir habisan gub indonesia ehh ujungnya kerjaan gub sebelumnya usut tuntassss url
sadness,"Dulu jaman putih abu-abu rasanya ngebet banget pengen cepet kuliah, eh sekarang pas udah kuliah mikir berat rasanya jadi ngebet pengen nikah :"" #recehkantwitter",dulu jaman putih abuabu rasanya ngebet sekali  cepat  kuliah eh sekarang pas kuliah mikir berat rasanya jadi ngebet nikah
anger,[USERNAME] [USERNAME] Hai Rakyat ! Geruduglah kantor media dan pukullah wartawannya. Silakan. Itu tidak melanggar hukum kok [USERNAME],username username hai rakyat geruduglah kantor media pukullah wartawannya silakan tidak melanggar hukum kok username
happy,"Beliau disana, mendengarkan sembari tersenyum. Sesekali cerita kami terpotong oleh orang-orang yang keluar masuk meminta tanda tangannya. Sampai kemudian berujung pada satu inti, 'Boleh tidak pak, kita berdua ujian duluan?' Dan beliau tertawa, tapi masih berwibawa dan teduh.",beliau disana mendengarkan sembari tersenyum sesekali cerita terpotong orangorang keluar masuk meminta tanda tangannya kemudian berujung satu inti tidak pak berdua ujian duluan beliau tertawa masih berwibawa teduh
happy,"bangun tidur dapet kabar temen diterima kerja aja aku sujud syukur seneng banget. gatau lebay atau apa yak :((( bep, nyari kerja itu, iya, sesusah itu :((( imma proud friend ",bangun tidur  kabar teman  diterima kerja  sujud syukur senang  sekali  tahu lebay apa yak bep cari  kerja iya sesusah imma proud friend
anger,"[USERNAME] Karena manusia dengki dan buruk mau kayak loe rusak negara bangga jadi aktivis tapi bego bubarin Golkar, target kok sopir doang mana kendaraan politiknya masih merajalela",username manusia dengki buruk mau mirip  kamu rusak negara bangga jadi aktivis bodoh  bubarin golkar target kok sopir  mana kendaraan politiknya merajalela
happy,"Kepada jamaah Masjid Al Kautsar , Dikarenakan Nasi tumpeng ayam matang sebelum waktunya, maka dengan ini pengajian tafsir masjid Al Kautsar di ajukan hari ini. Aya aya wae...#Ramadhan berkah",jamaah masjid al kautsar dikarenakan nasi tumpeng ayam matang waktunya dengan pengajian tafsir masjid al kautsar ajukan hari aya aya wae berkah
anger,"Kalau sampe [USERNAME] di WO, sama juga kita di hianati, di kasih hati minta jantung udah di kasih kuota tiket malah rusuh tak terorganisir dan minta WO lagi,kelakuan nya udh kaya saudaranya biru barat.",kalau username wo sama kita hianati kasih hati minta jantung di kasih kuota tiket malah rusuh tak terorganisir minta wo lagikelakuan nya kaya saudaranya biru barat
anger,"[USERNAME] saya beli mesin cuci di best denki central park, dan saya sdh minta agar instalaai dilakukan senin 4 jun 2018, jam 10-an. Tapi nyatanya sampai skrg saya gak dihubungi",username beli mesin cuci best denki central park minta instalaai dilakukan senin jun jam an nyatanya sekarang  saya tidak dihubungi
fear,Ini komprenya perkelompok satu jam kah? Asaan yang kelompok minggu kemarin maju katanya cuma sebentar gasampe setengah jam Lah ini uda mau satu jam Bikin degdegan woii:(((,komprenya perkelompok satu jam asaan kelompok minggu kemarin maju katanya cuma sebentar gasampe setengah jam lah sudah  mau satu jam bikin degdegan woii
happy,"Terima kasih juga buat temen2 basis [USERNAME] yg sudah bersedia meluangkan waktunya untuk menjadi panitia. Semoga Allah SWT senantiasa memberikan rezeki yg halal dan berkah untuk kita semua, aamiin ",terima kasih buat teman  basis username  bersedia meluangkan waktunya menjadi panitia semoga allah swt senantiasa memberikan rezeki  halal berkah kita semua amin 
anger,[USERNAME] [USERNAME] Alumni praktek dikampus atas ijin siapa? Harusnyakan minta ijin dulu krn alumnus memakai fasilitas negara tuk kepentingannya sendiri harus sepengetahuan otoritas kampus.,username username alumni praktik  dikampus atas ijin siapa harusnyakan minta ijin dulu  alumnus memakai fasilitas negara tuk kepentingannya sendiri sepengetahuan otoritas kampus
happy,"Kita mencocokkan jadwal setelahnya. 'Besok ujian jam 2, minta soalnya ke mba yuyun ya' kata beliau. Alhamdulillah ya Allah leganya. Ndak perlu reschedule :') Saat sudah fix, kita keluar lalu salim tangan si bapak. Berterimakasih bangetlah ini.",mencocokkan jadwal setelahnya besok ujian jam minta soalnya mba yuyun kata beliau alhamdulillah allah leganya perlu reschedule sudah fix keluar lalu salim tangan si bapak berterimakasih bangetlah
sadness,"Percayalah dik, tidak ada yang lebih sakit selain lupa bawa kacamata saat di perpustakaan. Nempel-nempel dah muka gue ke monitor.. [URL]",percayalah dik ada lebih sakit lupa bawa kacamata di perpustakaan nempelnempel muka ke monitor url
sadness,"Tadi pagi nonton infotainment sebelom brkt gawe kris hatta : "" saya aja yang ganteng ditinggalin ama hilda, apalagi bang billy yang gak ganteng...."" gw : ""Astagfirullah..."" *ngelus dada*",tadi pagi nonton infotainment sebelom brkt kerja  kris hatta saja  ganteng ditinggalin sama  hilda bang billy tidak ganteng astagfirullah ngelus dada
sadness,"Wagelaseh, cuti ditolak. Di antara 135 org paling eug sendirian yg blm pernah balik ke rumah. ""Lu sih pong, ada libur panjang ga langsung kabur.""",wagelaseh cuti ditolak antara orang paling sendirian   pernah balik rumah kamu sih pong libur panjang langsung kabur
happy,"Lalu beliau bales 'ngapain takut? Tinggal ngomong og' Hngg :') Si bapak berlalu. Dan ku masih terkagum sampai saat ini. Beliau ngga jahat seperti yang tergambar di rangkaian tweetku sebelumnya. Beliau hanya butuh ku dan temenku ngomong. Beliau mau tau, masalah kita tuh apa?",lalu beliau balas  ngapain takut tinggal bicara  og hngg si bapak berlalu ku terkagum saat beliau jahat yang tergambar rangkaian tweetku sebelumnya beliau butuh ku temenku bicara  beliau mau tahu masalah tuh apa
anger,[USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME] Naaahhhh keookkk kan.. ?? Bong terbang ke langit dululah jngan berkutat di kolam kerruh.!,username username username username username naaahhhh keookkk kan bong terbang langit dululah jangan berkutat kolam kerruh
happy,"Di SD-SMP gue dulu kalau ada yg ketahuan bawa artikel terkait Pornografi, dijejerin depan kelas. Ditendangin tulang keringnya satu satu oleh wali kelas. Gue ngga pernah (ketahuan). . .  [URL]",sdsmp dulu kalau yang  ketahuan bawa artikel terkait pornografi dijejerin depan kelas ditendangin tulang keringnya satu satu wali kelas tidak pernah ketahuan url
fear,Ya.....Allah..smoga 2019 tdk ada lagi 2 manusia super hero di DPR,yaallahsmoga ada manusia super hero dpr
